id,review_text,cleaned_text
844,"Мой любимый аромат на зиму и Новый год! Свербящие искорки мандарина, шампанского и хвои создают незабываемое ощущение праздника",любимый аромат зиму новый год свербящие искорки мандарина шампанского хвои создают незабываемое ощущение праздника
845,"Чрезвычайно глубокий и насыщенный аромат, чтобы быть уместным в любой ситуации. Идеален для носки вечером в дождливые и пасмурные дни, пожалуй, осень - это идеальное время года для Водки от Киллиан. Подойдет дерзким, уверенным в себе женщинам и мужчинам. Рекомендасьон.",чрезвычайно глубокий насыщенный аромат уместным ситуации идеален носки вечером дождливые пасмурные дни осень идеальное время года водки киллиан подойдет дерзким уверенным женщинам мужчинам рекомендасьон
846,"все отлично! заказывала впервые здесь, переживала, как будет ехать и приедет ли все в целости и сохранности, оказалось напрасно, все приехало в целости и сохранности, аромат замечательный)",отлично заказывала впервые переживала ехать приедет целости сохранности оказалось напрасно приехало целости сохранности аромат замечательный
847,"Свежий водочно-альдегидный аромат с ледяными нотками. Кардамон и роза создают пряно-цветочное сердце, амброксан придает современное звучание. Чистый и прозрачный, как охлажденная водка в бокале. Средняя стойкость, хорошая проекция. Оригинальная концепция для смелых натур.",свежий водочно альдегидный аромат ледяными нотками кардамон роза создают пряно цветочное сердце амброксан придает современное звучание чистый прозрачный охлажденная водка бокале средняя стойкость хорошая проекция оригинальная концепция смелых натур
848,"Vodka on the Rocks ледяной, кристально чистый аромат с цитрусами и лёгкой пряностью. Звучит как дорогой коктейль в бокале. Очень стильный, свежий и идеально летний",vodka on the rocks ледяной кристально чистый аромат цитрусами лёгкой пряностью звучит дорогой коктейль бокале стильный свежий идеально летний
849,"Очень сексуальный унисекс аромат. У меня он больше ассоциируется с мужским, наношу его и кайфую, как будто рядом шлейф от элегантного дорогого парня.",сексуальный унисекс аромат ассоциируется мужским наношу кайфую шлейф элегантного дорогого парня
850,"Классный аромат на холодное время года. Укутывает и согревает. Дает атмосферу уютной кофейни, в которой пахнет кофе и сладкими пирожными.",классный аромат холодное время года укутывает согревает дает атмосферу уютной кофейни пахнет кофе сладкими пирожными
851,"восхитительный аромат! сладкий, вкусный, играющий. яркие ноты кофе, ванили, сладкой выпечки и немного алкоголя. именно я его ощущаю точно часов 5-6.",восхитительный аромат сладкий вкусный играющий яркие ноты кофе ванили сладкой выпечки алкоголя ощущаю часов 5 6
852,"Аромат аморетто и кофе, очень стойкий, шлейфовый, насыщенный, идеальное сочетание горечи кофе и сладости ликера",аромат аморетто кофе стойкий шлейфовый насыщенный идеальное сочетание горечи кофе сладости ликера
853,Шикарный аромат на холодное время года! Любовь произошла после знакомства с пробником! Это черный кофе без молока и сахара. А рядом лежит печенье ванильное и мороженое.,шикарный аромат холодное время года любовь произошла знакомства пробником черный кофе молока сахара лежит печенье ванильное мороженое
854,"Очень вкусный аромат, стойкий, шлейфовый, комплиментарные! Кофе, пропитанные бисквиты, уютное кафе или раннее воскресное утро, когда ты ещё в постели, а твой нос чувствует запахи свежей выпечки, доносящиеся из кухни.",вкусный аромат стойкий шлейфовый комплиментарные кофе пропитанные бисквиты уютное кафе раннее воскресное утро постели нос чувствует запахи свежей выпечки доносящиеся кухни
855,"Самая любимый, всегда есть в коллекции. Запоминающийся и неповторимый. Теплый очень нежный. Люблю всей душой",любимый коллекции запоминающийся неповторимый теплый нежный люблю душой
856,"Любимый аромат. Обволакивает своей теплотой. Прекрасен на осень, зиму и начало весны. Собирает много комплиментов",любимый аромат обволакивает теплотой прекрасен осень зиму начало весны собирает комплиментов
857,"Этот аромат настоящий ольфакторный антидепрессант.. Если парфюм с запахом чистоты это белая рубашка, то запах кофе и печенья это ваш любимый кашемировый свитер, в который хочется уткнуться носом хмурым утром. Это квинтэссенция уюта, тепла. Идеален в носке осенью и зимой .",аромат ольфакторный антидепрессант парфюм запахом чистоты белая рубашка запах кофе печенья любимый кашемировый свитер хочется уткнуться носом хмурым утром квинтэссенция уюта тепла идеален носке осенью зимой
858,"это соблазнительный гурманский унисекс аромат, который переносит в уютную кофейню с нотами свежесваренного кофе, амаретто, ванили, мороженого и тростникового сахара. Держится 8 часов на коже, шлейф умеренный, но заметный идеален для холодной погоды, вечера или свиданий, собирает комплименты как вкусный десерт.",соблазнительный гурманский унисекс аромат переносит уютную кофейню нотами свежесваренного кофе амаретто ванили мороженого тростникового сахара держится 8 часов коже шлейф умеренный заметный идеален холодной погоды вечера свиданий собирает комплименты вкусный десерт
859,"Уже второй раз обновляю 8 мл. Потрясающий парфюм. Стойкий, тёплый, бархатный. Кофе, сахар, ваниль и чуть-чуть алкогольной ноты - не спиртовой, а приятной.",второй раз обновляю 8 мл потрясающий парфюм стойкий тёплый бархатный кофе сахар ваниль алкогольной ноты спиртовой приятной
860,"Заказывала парфюм по нотам и не ошиблась. Стойкие, комплиментарные (Особенно у мужского пола вызывают интерес) Lira открывается нежными нотами цветов апельсинового дерева, бергамота и болгарской розы, корицы и цветов лаванды, которые постепенно переплетаются с сердечными нотами египетского жасмина и цветов лакрицы.",заказывала парфюм нотам ошиблась стойкие комплиментарные мужского пола вызывают интерес lira открывается нежными нотами цветов апельсинового дерева бергамота болгарской розы корицы цветов лаванды постепенно переплетаются сердечными нотами египетского жасмина цветов лакрицы
861,"К аромат Xerjoff Lira относилась скептически однажды затестив его в магазине. Но теперь познакомилась поближе и мнение поменяла, он чудесный, невероятно приятный и комлементарный. Окружающие спрашивают чем это так вкусно пахнет!",аромат xerjoff lira относилась скептически затестив магазине познакомилась поближе мнение поменяла чудесный невероятно приятный комлементарный окружающие спрашивают вкусно пахнет
862,"Прекрасный аромат на холодное время года. Лимонный пирог. Зайдет тем, кто любит гурманские ароматы, не пожалеете.",прекрасный аромат холодное время года лимонный пирог зайдет любит гурманские ароматы пожалеете
863,"это красота, которую хочется вдыхать постоянно. Конечно это гурманика, НО Лира настолько гармонична собрана что всё-таки является парфюмерии нежели едой. Купила я ее после первого же затеста - вот так она запала мне в душу. Купли ли я еще Лиру когда закончится ? Уже)) Буду ли я рекомендовать её друзьям? Любителям гурманики и красивой ванили с цитрусами- однозначно да.",красота хочется вдыхать постоянно гурманика лира настолько гармонична собрана является парфюмерии нежели едой купила первого затеста запала душу купли лиру закончится рекомендовать друзьям любителям гурманики красивой ванили цитрусами однозначно
864,"Xerjoff Lira Роскошный и аппетитный гурманский аромат, который раскрывается как лимонно-карамельный пирог с мягкой лакричной ноткой в базе. Он звучит богато, сладко, но при этом не приторно, благодаря цитрусовой кислинке. Идеальный выбор для холодного времени года, когда хочется уюта и тепла. Стойкость и шлейф впечатляют.",xerjoff lira роскошный аппетитный гурманский аромат раскрывается лимонно карамельный пирог мягкой лакричной ноткой базе звучит богато сладко приторно цитрусовой кислинке идеальный выбор холодного времени года хочется уюта тепла стойкость шлейф впечатляют
865,"Лето. Лимонный пирог на столе, а рядом поле, на котором цветёт лаванда. Пчелы жужжат, в воздухе пахнет ванилью, солнцем, красота неимоверная.",лето лимонный пирог столе поле цветёт лаванда пчелы жужжат воздухе пахнет ванилью солнцем красота неимоверная
866,"Сначала пробник заказала ,потом флакон ,уж больно понравился аромат ,очень стойкий .Можно носить каждый день ,не душит окружающих .К вечеру прям такой нежный становится ,буду еще пробовать данный бренд ,современные ароматы !",пробник заказала флакон больно понравился аромат стойкий носить день душит окружающих вечеру нежный становится пробовать бренд современные ароматы
867,"Красивый гурманский аромат тёплого лимонного пирога. Очень уютный, комплиментарный, стойкий и шлейфовый. Прекрасен в холодное время года.",красивый гурманский аромат тёплого лимонного пирога уютный комплиментарный стойкий шлейфовый прекрасен холодное время года
868,"Безумно красивый гурманский аромат! Старт с сочных лимонов, которые потом уходят в сладкую ваниль. Аромат сладкой булочки, но без перебора. На холодную зиму, особенно перед Новым годом шикарный аромат",безумно красивый гурманский аромат старт сочных лимонов уходят сладкую ваниль аромат сладкой булочки перебора холодную зиму новым годом шикарный аромат
869,"Наконец-то я его офлаконила. Правда планировала на осень. Очень вкусный гурманский аромат. Лимонный бисквит, посыпанный сахарной пудрой. Красота!",офлаконила правда планировала осень вкусный гурманский аромат лимонный бисквит посыпанный сахарной пудрой красота
870,"Что-то на богатом! Очень комплиментарный и роскошный. Унисекс, на любое время года. Стойкость более десяти часов.",богатом комплиментарный роскошный унисекс время года стойкость десяти часов
871,"Богатый, многогранный аромат: тёплые древесные ноты переплетаются с пряными акцентами и нежной сладостью ванили. Глубокий, обволакивающий, с долгим шлейфом",богатый многогранный аромат тёплые древесные ноты переплетаются пряными акцентами нежной сладостью ванили глубокий обволакивающий долгим шлейфом
872,"Первый и пока что единственный на моей парфюмерной полке Ex Nihilo. Яркий унисекс с уклоном в мужскую сторону. Причём, чем больше времени после нанесения прошло, тем больше тянется в сторону унисекса. Стойкий, хороший шлейф. Больше подходит на вечернюю прогулку и поход в ресторан/театр, чем для офиса",первый единственный парфюмерной полке ex nihilo яркий унисекс уклоном мужскую сторону причём времени нанесения прошло тянется сторону унисекса стойкий хороший шлейф подходит вечернюю прогулку поход ресторан театр офиса
873,"Очень красный аромат, стойкость лучше всяких похвал, спасибо магазину за оригиналы, и возможность приобретения мини версии",красный аромат стойкость лучше всяких похвал спасибо магазину оригиналы возможность приобретения мини версии
874,"Эта версия мне понравилась намного больше оригинальной. Оригинальная тоже хороша, но как будто чего не хватает. Extrait насыщенный, шикарный шлейф. Строгий и одновременно чувственный.",версия понравилась намного оригинальной оригинальная хороша хватает extrait насыщенный шикарный шлейф строгий одновременно чувственный
875,"Ex Nihilo The Hedonist Extrait De Parfum. Запах насыщенный и плотный, чувствуется концентрация и хорошая стойкость, раскрывается постепенно и держится долго на коже.",ex nihilo the hedonist extrait de parfum запах насыщенный плотный чувствуется концентрация хорошая стойкость раскрывается постепенно держится коже
876,"Ну это просто шикарный аромат, цельный шлейфовый комплиментарный, наношу один-два пшика и благоухаю на несколько метров, сам аромат очень приятный, рекомендую.",шикарный аромат цельный шлейфовый комплиментарный наношу два пшика благоухаю метров аромат приятный рекомендую
877,"Очень интересный, статусный, яркий аромат. Очень стойкий, шлейфовые, подойдёт как мужчинам, так и женщинам.",интересный статусный яркий аромат стойкий шлейфовые подойдёт мужчинам женщинам
878,"Шикарный аромат на любое время года. Главное не сильно много наносить, так как стойкость запредельная.",шикарный аромат время года главное сильно наносить стойкость запредельная
879,"Взял версию Extrait и не прогадал. Если сравнивать с классическим The Hedonist, этот звучит намного плотнее и дороже Сам запах очень приятный: чувствуется свежесть имбиря и много классного дерева. Он не сладкий, очень современный и какой-то статусный. Пахнет чистотой и уверенностью",взял версию extrait прогадал сравнивать классическим the hedonist звучит намного плотнее дороже запах приятный чувствуется свежесть имбиря классного дерева сладкий современный статусный пахнет чистотой уверенностью
880,"Простой, интересный парфюм. Подойдёт всем и на любой возраст. Рекомендую. Буду брать ещё. Лёгкий парфюм.",простой интересный парфюм подойдёт возраст рекомендую брать лёгкий парфюм
881,"безумно мне понравился, это любовь. сочные цитрусы, насыщенные, яркие, думаю летом ещё лучше раскроются, чем зимой",безумно понравился любовь сочные цитрусы насыщенные яркие думаю летом лучше раскроются зимой
882,"Яркие и солнечные цитрусы, цитрусовый лимонад и немного пляжа и белых цветов. Шлейфовый и стойкий, унисекс",яркие солнечные цитрусы цитрусовый лимонад пляжа белых цветов шлейфовый стойкий унисекс
883,"Запах сицилийского лимона в сахаре. Вроде сладко, но сладко элегантно и красиво. Запах хорошего настроения и лета. Очень люблю брызгать на воротник зимней куртки, чтобы за холодом ощущать лето.",запах сицилийского лимона сахаре сладко сладко элегантно красиво запах хорошего настроения лета люблю брызгать воротник зимней куртки холодом ощущать лето
884,"Данный аромат заказывала мужу. Очень понравился, такой свежий цитрусовый. Держится долго, хватает пару пшыков.",аромат заказывала мужу понравился свежий цитрусовый держится хватает пару пшыков
885,"Один из самых любимых парфюмов на лето. Приобретала похожий аромат, очень нравился и по рекомендации взяла этот парфюм. Стойкость в несколько раз дольше, запах похож, но еще более многогранен, когда нанесла первый раз даже не поверила , что нашла похожий, но более стойкий. Очень жизнерадостный аромат, приятный, нежный. Точно повторю еще много раз, возьму 8 мл на лето",любимых парфюмов лето приобретала похожий аромат нравился рекомендации взяла парфюм стойкость раз дольше запах похож многогранен нанесла первый раз поверила нашла похожий стойкий жизнерадостный аромат приятный нежный повторю раз возьму 8 мл лето
886,"Любимый весенне-летний аромат. Так приятно весеннее солнышко ,раннее утро и я окутанная этим ароматом . Сицилия ,цитрусы ,легкость ,весна,чего так не хватает после долгой зимы .",любимый весенне летний аромат приятно весеннее солнышко раннее утро окутанная ароматом сицилия цитрусы легкость весна хватает долгой зимы
887,"Товар приобретен в виде пробника. Аромат сочный, яркий, цитрусовый очень понравился. Рассматриваю покупку полноценного флакона",товар приобретен виде пробника аромат сочный яркий цитрусовый понравился рассматриваю покупку полноценного флакона
888,"Aромат Sicily идеально подходит для летнего сезона, когда хочется ощутить свободу и радость жизни. Он легко наносится, имеет хорошую стойкость и приятный шлейф. Рекомендуется тем, кто любит легкие и солнечные ароматы, способные поднять настроение и подарить приятные воспоминания о путешествиях.",aромат sicily идеально подходит летнего сезона хочется ощутить свободу радость жизни легко наносится хорошую стойкость приятный шлейф рекомендуется любит легкие солнечные ароматы способные поднять настроение подарить приятные воспоминания путешествиях
889,"Очень приятный аромат! Свежий, цитрусовый, жизнерадостный. Интересно раскрывается и в холод и в жару. Затестила пробник на море - идеально, истратила очень быстро. Теперь думаю взять полноразмер.",приятный аромат свежий цитрусовый жизнерадостный интересно раскрывается холод жару затестила пробник море идеально истратила быстро думаю взять полноразмер
890,"Очень классный аромат, нежный , обволакивающий . Не оставит без внимания ни женщин, ни мужчин ! Однозначно советую!",классный аромат нежный обволакивающий оставит внимания ни женщин ни мужчин однозначно советую
891,"Взяла пробничек, и теперь хочу полноразмер. Очень мне зашел аромат. Запах напоминает мне детство, были похожие в молодости у мамы.",взяла пробничек полноразмер зашел аромат запах напоминает детство похожие молодости мамы
892,"Это мой фаворит среди ароматов этого парфдома,очень нежный и стойкий .хорош будет на весну лето,хотя я и зимой иногда его использую",фаворит ароматов парфдома нежный стойкий хорош весну лето зимой использую
893,"Роскошный аромат на весну и лето. Он очень теплый, интимный, сидит близко к коже, мускус мягкий, не душащий",роскошный аромат весну лето теплый интимный сидит коже мускус мягкий душащий
894,"Все так гармонично сложено. Ни одна нота не выпирает. Звучит гармонично. Это какая то ода женственности. Очень и очень феминный. Вроде бы ничего особенного, но как же он притягателен. Им просто хочется поливаться. Аромат на каждый день. Он не орущий, не заполняет все вокруг. Шлейф средний",гармонично сложено ни нота выпирает звучит гармонично ода женственности феминный особенного притягателен хочется поливаться аромат день орущий заполняет шлейф средний
895,"Окутывающий аромат тепла, нежности, солнца. Приобрела миниатюру зимой, сразу стал моим фаворитом. Он согревает, при этом аромат абсолютно деликатен, не знаю как поведет себя в теплое время года, но уверена, что хочу полноразмер в коллекцию. Однозначно ДА!",окутывающий аромат тепла нежности солнца приобрела миниатюру зимой фаворитом согревает аромат абсолютно деликатен знаю поведет теплое время года уверена полноразмер коллекцию однозначно
896,Повторяю его уже 4 или 5 раз. Самый классный аромат на жаркое лето и весну. На Лайт Блю не похож. Sun Musk более нежный. В кремово-уходовом направлении. Очень комплиментарен.,повторяю 4 5 раз классный аромат жаркое лето весну лайт блю похож sun musk нежный кремово уходовом направлении комплиментарен
897,"Ждала год, пока цена упадет. И вот аллилуйя! Он стоил того, чтобы ждать. Флакон очень красивый. Лучший для меня аромат чистоты, разложить который на ноты не могу. Он просто красивый, чистый, интимный. Но вот интересно, что на него постоянно мне делают комплименты, то есть шлейф есть, хотя я его на себе почти не чувствую и не имею привычки поливаться. Кто ищет аромат дорогого ухода и чистоты, однозначно пробовать. Но дать ему время. Сначала я не очень его поняла, а потом как поняла...",ждала год цена упадет аллилуйя стоил ждать флакон красивый лучший аромат чистоты разложить ноты красивый чистый интимный интересно постоянно делают комплименты шлейф чувствую имею привычки поливаться ищет аромат дорогого ухода чистоты однозначно пробовать дать время поняла поняла
898,"Сначала показался резким, травянисто-цветочным. Но через пару минут стал нежно-мускусным. Хочется в него уткнуться и дышать, ни о чем не думать, пусть весь мир подождет. Дарит какое-то спокойствие и тепло. Задумалась о полноразмере.",показался резким травянисто цветочным пару минут нежно мускусным хочется уткнуться дышать ни думать мир подождет дарит какое спокойствие тепло задумалась полноразмере
899,"Аромат лёгкий, нежный, окутывающий. Аромат летней теплой ночи. Не навязчивый, сидит близко. Рекомендую",аромат лёгкий нежный окутывающий аромат летней теплой ночи навязчивый сидит рекомендую
900,"купила целых два пробника, для меня это много. один улетел с упоением. сливочная копченая ваниль. я не очень люблю ваниль, когда она звучит дешево как из пакетика, тут другая история. очень комплементарный",купила целых два пробника улетел упоением сливочная копченая ваниль люблю ваниль звучит дешево пакетика история комплементарный
901,"Магнетический коктейль из бархатистого шоколада, пряной ванили и томных древесных нот. Соблазнительный, тёплый, почти осязаемый. Очень комплиментарный",магнетический коктейль бархатистого шоколада пряной ванили томных древесных нот соблазнительный тёплый осязаемый комплиментарный
902,"Влюбил меня в себя этот аромат по уши, такой загадочный и манящий , хочется его нюхать и нюхать и нюхать",влюбил аромат уши загадочный манящий хочется нюхать нюхать нюхать
903,Сексуальная и маркая благородная ваниль с характером и глубиной Благодарю Рандеву за возможность знакомится с ароматами в таком удобном мини-формате,сексуальная маркая благородная ваниль характером глубиной благодарю рандеву возможность знакомится ароматами удобном мини формате
904,"Любовная любовь! Название полностью оправдано, не могу утверждать что они шлейфовые, скорее близко к коже, но они прям секс во флаконе, мне очень понравились",любовная любовь название полностью оправдано утверждать шлейфовые коже секс флаконе понравились
905,Вот это палитра. Первый раз в дьютике познакомился с ароматом. Пробник заказал и понял надо брать духи флаконом.,палитра первый раз дьютике познакомился ароматом пробник заказал понял брать духи флаконом
906,"Обволакивающий, тягучий аромат. Он настолько красив, ярок, что хочется его вдыхать и вдыхать. Раскрывается теплотой",обволакивающий тягучий аромат настолько красив ярок хочется вдыхать вдыхать раскрывается теплотой
907,"Очень классный аромат, как и многие ароматы Initio. Глубокий, объемный, сексуальный, действительно афродизиак. Ванильный, пудровый, древесный, сладковатый, кожаный. Очень приятная пирамида, сдержанная по звучанию, не душащая, но при этом очень богато звучащая.",классный аромат ароматы initio глубокий объемный сексуальный афродизиак ванильный пудровый древесный сладковатый кожаный приятная пирамида сдержанная звучанию душащая богато звучащая
908,"Очень классный,красивый,очень очень стойкий аромат!Шлейф километровый!Аромат слышу и на следующий день после нанесения!",классный красивый стойкий аромат шлейф километровый аромат слышу следующий день нанесения
909,"Красивый, сексуальный аромат. Очень стойкий. Теперь хочу приобрести флакон. Очень понравился, рекомендую",красивый сексуальный аромат стойкий приобрести флакон понравился рекомендую
910,"Прекрасный нежный аромат. Это сладкое яблочко во флаконе, вкусный пирог шарлотка, чувствуется сверху сахарная пудра. Очень гурманский аромат, прекрасен на зиму и чтобы побаловать себя чем то сладким !",прекрасный нежный аромат сладкое яблочко флаконе вкусный пирог шарлотка чувствуется сверху сахарная пудра гурманский аромат прекрасен зиму побаловать сладким
911,"Потрясающий аромат. На мне раскрылся постепенно: сначала яркий аромат яблок, а затем приятный шлейф из тёплого молочного теста. Очень вкусно",потрясающий аромат раскрылся постепенно яркий аромат яблок приятный шлейф тёплого молочного теста вкусно
912,Красивый аромат. Очень сладкое звонкое яблочко. Любители гурманики будут в восторге. Хватает одного пшика на весь день.,красивый аромат сладкое звонкое яблочко любители гурманики восторге хватает пшика день
913,"Тёплый аромат яблочного пирога, очень уютный. Лучший выбор для осени, стойкость 7-8 часов. Советую всем!",тёплый аромат яблочного пирога уютный лучший выбор осени стойкость 7 8 часов советую
914,"Свежеиспеченный яблочный пирог, корица, ваниль и хрустящая золотистая корочка, любимый аромат на зиму, когда хочется уютно посидеть в ресторане",свежеиспеченный яблочный пирог корица ваниль хрустящая золотистая корочка любимый аромат зиму хочется уютно посидеть ресторане
915,"Ну яблочный пирог! Вот как называется, так и ощущается. Томленые сладкие яблочки, утопающие в пышном сдобном тесте, и корица сверху. Горячий, только из печки. Ммм...",яблочный пирог называется ощущается томленые сладкие яблочки утопающие пышном сдобном тесте корица сверху горячий печки ммм
916,"Очень мягкий и обволакивающий аромат. Приятный и не душный. Печеное яблоко на своём месте. Для меня первый вдох - и сразу же домашняя выпечка, она ещё горячая, только что из духовки. Запах густой и вкусный. Слышны молочные и сливочные тёплые ноты, ореховые нюансы. И мне даже почудились апельсиновые засахаренные цукаты и сухофрукты( хотя они не заявлены). Есть там и какие-то пряности. Звучит очень приятно, нежно и уютно. Как это бывпет дома на кухне, когда мама печёт пирори. Красивый аромат. Ваниль точно присутствует. Корица совершенно невероятно звучит. Мне слвшится запах деревянной разделочной доски и сливочного масла. И как итог - чудесный, ароматный, горячий домашний яблочный пирог/ штрудель из сдобного теста, щедро посыпаный корицей. Гурманская история, но очень милая, уютная, мягкая, теплая и домашняя.",мягкий обволакивающий аромат приятный душный печеное яблоко месте первый вдох домашняя выпечка горячая духовки запах густой вкусный слышны молочные сливочные тёплые ноты ореховые нюансы почудились апельсиновые засахаренные цукаты сухофрукты заявлены пряности звучит приятно нежно уютно бывпет дома кухне мама печёт пирори красивый аромат ваниль присутствует корица совершенно невероятно звучит слвшится запах деревянной разделочной доски сливочного масла итог чудесный ароматный горячий домашний яблочный пирог штрудель сдобного теста щедро посыпаный корицей гурманская история милая уютная мягкая теплая домашняя
